song,artist,position,average,standard_deviation
Good Vibes,Chris Janson,"{'2019-12-07': 92, '2019-11-30': 84, '2019-11-23': 61, '2019-11-16': 57, '2019-11-09': 62, '2019-11-02': 48, '2019-10-26': 48, '2019-10-19': 56, '2019-10-12': 66, '2019-10-05': 68, '2019-09-28': 74, '2019-09-21': 85, '2019-09-14': 90}",68.53846154,14.65298806
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","{'2019-12-07': 96, '2019-11-30': 79, '2019-11-23': 59, '2019-11-16': 44, '2019-11-09': 43, '2019-11-02': 35, '2019-10-26': 31, '2019-10-19': 31, '2019-10-12': 25, '2019-10-05': 20, '2019-09-28': 22, '2019-09-21': 28, '2019-09-14': 21, '2019-09-07': 31, '2019-08-31': 22, '2019-08-24': 11}",37.375,22.10733758
Lonely Child,YoungBoy Never Broke Again,"{'2019-12-07': 97, '2019-11-30': 81, '2019-11-23': 73, '2019-11-16': 58, '2019-11-09': 64, '2019-11-02': 47, '2019-10-26': 44}",66.28571429,17.51500814
Money In The Grave,Drake Featuring Rick Ross,"{'2019-11-30': 46, '2019-11-23': 35, '2019-11-16': 32, '2019-11-09': 32, '2019-11-02': 25, '2019-10-26': 25, '2019-10-19': 21, '2019-10-12': 17, '2019-10-05': 16, '2019-09-28': 18, '2019-09-21': 21, '2019-09-14': 15, '2019-09-07': 14, '2019-08-31': 13, '2019-08-24': 13, '2019-08-17': 13, '2019-08-10': 13, '2019-08-03': 13, '2019-07-27': 12, '2019-07-20': 11, '2019-07-13': 11, '2019-07-06': 8, '2019-06-29': 7}",18.73913043,9.506141682
Dancing With A Stranger,Sam Smith & Normani,"{'2019-11-30': 48, '2019-11-23': 41, '2019-11-16': 36, '2019-11-09': 42, '2019-11-02': 33, '2019-10-26': 34, '2019-10-19': 33, '2019-10-12': 31, '2019-10-05': 27, '2019-09-28': 30, '2019-09-21': 35, '2019-09-14': 25, '2019-09-07': 26, '2019-08-31': 23, '2019-08-24': 22, '2019-08-17': 20, '2019-08-10': 19, '2019-08-03': 17, '2019-07-27': 17, '2019-07-20': 15, '2019-07-13': 15, '2019-07-06': 15, '2019-06-29': 12, '2019-06-22': 10, '2019-06-15': 9, '2019-06-08': 8, '2019-06-01': 8, '2019-05-25': 7, '2019-05-18': 11, '2019-05-11': 8, '2019-05-04': 7, '2019-04-27': 7, '2019-04-20': 12, '2019-04-13': 15, '2019-04-06': 17, '2019-03-30': 17, '2019-03-23': 18, '2019-03-16': 20, '2019-03-09': 22, '2019-03-02': 25, '2019-02-23': 30, '2019-02-16': 26, '2019-02-09': 31, '2019-02-02': 41, '2019-01-26': 33}",22.17777778,10.81211027
The Take,Tory Lanez Featuring Chris Brown,{'2019-11-30': 66},66,0
Liar,Camila Cabello,"{'2019-11-30': 72, '2019-11-23': 55, '2019-11-16': 52, '2019-11-09': 58, '2019-11-02': 52, '2019-10-26': 53, '2019-10-19': 58, '2019-10-12': 61, '2019-10-05': 55, '2019-09-28': 54, '2019-09-21': 56}",56.90909091,5.451514309
Every Little Thing,Carly Pearce,"{'2019-11-30': 73, '2019-11-23': 58, '2019-11-16': 50, '2019-11-09': 54, '2019-11-02': 61, '2019-10-26': 65, '2019-10-19': 69, '2019-10-12': 77, '2019-10-05': 75, '2019-09-28': 84, '2019-09-21': 91, '2019-08-31': 99, '2017-12-09': 84, '2017-12-02': 72, '2017-11-25': 60, '2017-11-18': 58, '2017-11-11': 58, '2017-11-04': 50, '2017-10-28': 65, '2017-10-21': 71, '2017-10-14': 72, '2017-10-07': 76, '2017-09-30': 78, '2017-09-23': 78, '2017-09-16': 93, '2017-09-09': 84, '2017-09-02': 85, '2017-08-26': 98, '2017-08-19': 94}",73.51724138,13.89770681
I Don't Know About You,Chris Lane,"{'2019-11-30': 80, '2019-11-23': 77, '2019-11-16': 76, '2019-11-09': 79, '2019-11-02': 54, '2019-10-26': 52, '2019-10-19': 51, '2019-10-12': 48, '2019-10-05': 39, '2019-09-28': 47, '2019-09-21': 54, '2019-09-14': 50, '2019-09-07': 68, '2019-08-31': 59, '2019-08-24': 62, '2019-08-17': 69, '2019-08-10': 73, '2019-08-03': 86, '2019-07-27': 91, '2019-07-20': 98}",65.65,16.02895817
Stuck In A Dream,Lil Mosey x Gunna,"{'2019-11-30': 82, '2019-11-23': 62, '2019-11-16': 87, '2019-10-05': 93}",81,11.64044673
Beauty In The Benz,Tory Lanez Featuring Snoop Dogg,{'2019-11-30': 87},87,0
Up All Night,Khalid,{'2019-11-30': 89},89,0
Self Control,YoungBoy Never Broke Again,"{'2019-11-30': 94, '2019-11-23': 86, '2019-11-16': 74, '2019-11-09': 76, '2019-11-02': 62, '2019-10-26': 50, '2019-10-19': 98, '2019-10-12': 96, '2019-10-05': 80, '2019-09-28': 83, '2019-09-21': 68}",78.81818182,14.22429536
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,"{'2019-11-30': 96, '2019-11-23': 85, '2019-11-16': 66, '2019-11-09': 83, '2019-11-02': 88, '2019-10-26': 91, '2019-08-17': 80, '2019-08-10': 58}",80.875,11.98371291
Hell Right,Blake Shelton Featuring Trace Adkins,{'2019-11-30': 99},99,0
My Type,Saweetie,"{'2019-11-23': 50, '2019-11-16': 47, '2019-11-09': 53, '2019-11-02': 40, '2019-10-26': 35, '2019-10-19': 35, '2019-10-12': 32, '2019-10-05': 24, '2019-09-28': 28, '2019-09-21': 30, '2019-09-14': 22, '2019-09-07': 21, '2019-08-31': 35, '2019-08-24': 33, '2019-08-17': 35, '2019-08-10': 38, '2019-08-03': 37, '2019-07-27': 47, '2019-07-20': 67, '2019-07-13': 81}",39.5,14.46201922
It All Comes Out In The Wash,Miranda Lambert,"{'2019-11-23': 82, '2019-11-16': 70}",76,6
Hot Now,YoungBoy Never Broke Again,"{'2019-11-23': 88, '2019-11-16': 83, '2019-11-09': 91, '2019-11-02': 78, '2019-10-26': 66}",81.2,8.795453371
Show Me Love,Alicia Keys Featuring Miguel,{'2019-11-23': 90},90,0
Valentino,24kGoldn,{'2019-11-23': 92},92,0
What Happens In A Small Town,Brantley Gilbert + Lindsay Ell,"{'2019-11-23': 93, '2019-11-16': 53, '2019-11-09': 66, '2019-11-02': 68, '2019-10-26': 68, '2019-10-19': 64, '2019-10-12': 85, '2019-10-05': 81, '2019-09-28': 87, '2019-09-21': 94, '2019-09-14': 91, '2019-08-31': 90, '2019-08-24': 85, '2019-08-17': 97}",80.14285714,13.21177582
Living,Dierks Bentley,"{'2019-11-23': 95, '2019-11-16': 93, '2019-11-09': 96, '2019-11-02': 73, '2019-10-26': 69, '2019-10-19': 60, '2019-10-12': 59, '2019-10-05': 51, '2019-09-28': 51, '2019-09-21': 59, '2019-09-14': 57, '2019-09-07': 73, '2019-08-31': 67, '2019-08-24': 67, '2019-08-17': 72, '2019-08-10': 82}",70.25,14.24561336
Immortal,J. Cole,"{'2019-11-23': 100, '2019-11-16': 55, '2017-01-28': 97, '2017-01-21': 82, '2017-01-14': 68, '2017-01-07': 59}",76.83333333,17.52537842
You Need To Calm Down,Taylor Swift,"{'2019-11-16': 46, '2019-11-09': 52, '2019-11-02': 37, '2019-10-26': 33, '2019-10-19': 28, '2019-10-12': 27, '2019-10-05': 23, '2019-09-28': 21, '2019-09-21': 24, '2019-09-14': 12, '2019-09-07': 4, '2019-08-31': 14, '2019-08-24': 18, '2019-08-17': 18, '2019-08-10': 16, '2019-08-03': 15, '2019-07-27': 15, '2019-07-20': 16, '2019-07-13': 13, '2019-07-06': 13, '2019-06-29': 2}",21.28571429,12.20906321
Cash Shit,Megan Thee Stallion Featuring DaBaby,"{'2019-11-16': 80, '2019-11-09': 80, '2019-11-02': 60, '2019-10-26': 59, '2019-10-19': 55, '2019-10-12': 44, '2019-10-05': 41, '2019-09-28': 43, '2019-09-21': 46, '2019-09-14': 36, '2019-09-07': 42, '2019-08-31': 39, '2019-08-24': 39, '2019-08-17': 41, '2019-08-10': 42, '2019-08-03': 51, '2019-07-27': 61, '2019-07-20': 74, '2019-07-13': 86, '2019-07-06': 98}",55.85,17.95626632
Closed On Sunday,Kanye West,"{'2019-11-16': 84, '2019-11-09': 17}",50.5,33.5
In My Room,Frank Ocean,{'2019-11-16': 85},85,0
Love You Too Late,Cole Swindell,"{'2019-11-16': 86, '2019-11-09': 74, '2019-11-02': 49, '2019-10-26': 60, '2019-10-19': 63, '2019-10-12': 65, '2019-10-05': 65, '2019-09-28': 68, '2019-09-21': 77, '2019-09-14': 75, '2019-09-07': 81, '2019-08-31': 74, '2019-08-24': 75, '2019-08-17': 94}",71.85714286,10.95351961
For My Daughter,Kane Brown,{'2019-11-16': 90},90,0
Selah,Kanye West,"{'2019-11-16': 92, '2019-11-09': 19}",55.5,36.5
On God,Kanye West,"{'2019-11-16': 96, '2019-11-09': 23}",59.5,36.5
Higher Love,Kygo X Whitney Houston,"{'2019-11-16': 98, '2019-11-09': 99, '2019-11-02': 85, '2019-10-26': 87, '2019-10-19': 85, '2019-10-12': 95, '2019-10-05': 92, '2019-09-14': 93, '2019-07-13': 63}",88.55555556,10.28603272
Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track,{'2019-11-16': 100},100,0
Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,{'2019-11-09': 33},33,0
God Is,Kanye West,{'2019-11-09': 36},36,0
Use This Gospel,Kanye West Featuring Clipse & Kenny G,{'2019-11-09': 37},37,0
Every Hour,Kanye West Featuring Sunday Service Choir,{'2019-11-09': 45},45,0
Water,Ugly God,"{'2019-11-09': 51, '2017-02-11': 99, '2017-02-04': 80, '2017-01-28': 87, '2017-01-21': 100}",83.4,17.85049019
Hands On,Kanye West Featuring Fred Hammond,{'2019-11-09': 60},60,0
Jesus Is Lord,Kanye West,{'2019-11-09': 63},63,0
INTRO,DaBaby,"{'2019-11-09': 90, '2019-11-02': 67, '2019-10-26': 55, '2019-10-19': 32, '2019-10-12': 13, '2019-10-05': 17}",45.66666667,27.63853992
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey","{'2019-11-09': 98, '2019-11-02': 91, '2019-10-26': 81, '2019-10-19': 75, '2019-10-12': 71, '2019-10-05': 52, '2019-09-28': 13}",68.71428571,26.54760837
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,"{'2019-11-02': 21, '2019-10-26': 19, '2019-10-19': 18, '2019-10-12': 15, '2019-10-05': 13, '2019-09-28': 14, '2019-09-21': 10, '2019-09-14': 14, '2019-09-07': 17, '2019-08-31': 15, '2019-08-24': 15, '2019-08-17': 14, '2019-08-10': 11, '2019-08-03': 9, '2019-07-27': 9, '2019-07-20': 9, '2019-07-13': 8, '2019-07-06': 12, '2019-06-29': 11, '2019-06-22': 7, '2019-06-15': 7, '2019-06-08': 6, '2019-06-01': 7, '2019-05-25': 6, '2019-05-18': 7, '2019-05-11': 5, '2019-05-04': 3, '2019-04-27': 3, '2019-04-20': 2, '2019-04-13': 2, '2019-04-06': 3, '2019-03-30': 3, '2019-03-23': 2, '2019-03-16': 4, '2019-03-09': 4, '2019-03-02': 3, '2019-02-23': 5, '2019-02-16': 4, '2019-02-09': 3, '2019-02-02': 3, '2019-01-26': 2, '2019-01-19': 1, '2019-01-12': 3, '2019-01-05': 5, '2018-12-29': 4, '2018-12-22': 7, '2018-12-15': 17, '2018-12-08': 17, '2018-12-01': 16, '2018-11-24': 22, '2018-11-17': 23, '2018-11-10': 24, '2018-11-03': 9}",9.301886792,6.299400707
Wow.,Post Malone,"{'2019-11-02': 46, '2019-10-26': 47, '2019-10-19': 39, '2019-10-12': 35, '2019-10-05': 33, '2019-09-28': 24, '2019-09-21': 17, '2019-09-14': 27, '2019-09-07': 35, '2019-08-31': 29, '2019-08-24': 26, '2019-08-17': 23, '2019-08-10': 20, '2019-08-03': 18, '2019-07-27': 14, '2019-07-20': 13, '2019-07-13': 12, '2019-07-06': 10, '2019-06-29': 8, '2019-06-22': 6, '2019-06-15': 6, '2019-06-08': 7, '2019-06-01': 6, '2019-05-25': 5, '2019-05-18': 6, '2019-05-11': 3, '2019-05-04': 2, '2019-04-27': 2, '2019-04-20': 3, '2019-04-13': 4, '2019-04-06': 2, '2019-03-30': 4, '2019-03-23': 5, '2019-03-16': 7, '2019-03-09': 8, '2019-03-02': 10, '2019-02-23': 9, '2019-02-16': 9, '2019-02-09': 9, '2019-02-02': 8, '2019-01-26': 9, '2019-01-19': 11, '2019-01-12': 13, '2019-01-05': 47}",15.38636364,12.97763095
The Git Up,Blanco Brown,"{'2019-11-02': 53, '2019-10-26': 49, '2019-10-19': 45, '2019-10-12': 39, '2019-10-05': 30, '2019-09-28': 25, '2019-09-21': 31, '2019-09-14': 20, '2019-09-07': 19, '2019-08-31': 16, '2019-08-24': 17, '2019-08-17': 16, '2019-08-10': 15, '2019-08-03': 14, '2019-07-27': 18, '2019-07-20': 19, '2019-07-13': 16, '2019-07-06': 29, '2019-06-29': 51, '2019-06-22': 66}",29.4,15.29182788
Motivation,Normani,"{'2019-11-02': 75, '2019-10-26': 71, '2019-10-19': 65, '2019-10-12': 67, '2019-10-05': 61, '2019-09-28': 58, '2019-09-21': 61, '2019-09-14': 51, '2019-09-07': 66, '2019-08-31': 33}",60.8,11.24988889
Make It Right,BTS Featuring Lauv,"{'2019-11-02': 76, '2019-04-27': 95}",85.5,9.5
Rich As Hell,YoungBoy Never Broke Again,"{'2019-11-02': 79, '2019-10-26': 100}",89.5,10.5
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA","{'2019-11-02': 82, '2019-10-26': 84, '2019-10-19': 78, '2019-10-12': 78, '2019-10-05': 67, '2019-09-28': 64, '2019-09-21': 63, '2019-09-14': 53, '2019-09-07': 60, '2019-08-31': 48, '2019-08-24': 43, '2019-08-17': 44, '2019-08-10': 34, '2019-08-03': 79, '2019-07-27': 84, '2019-07-20': 91, '2019-07-13': 93, '2019-07-06': 83, '2019-06-29': 81, '2019-06-22': 100}",70.45,18.12312059
In Control,YoungBoy Never Broke Again,"{'2019-11-02': 86, '2019-10-26': 73}",79.5,6.5
Callaita,Bad Bunny & Tainy,"{'2019-11-02': 89, '2019-10-26': 86, '2019-10-19': 87, '2019-10-12': 82, '2019-10-05': 70, '2019-09-28': 67, '2019-09-21': 72, '2019-09-14': 63, '2019-09-07': 69, '2019-08-31': 56, '2019-08-24': 54, '2019-08-17': 53, '2019-08-10': 52, '2019-08-03': 55, '2019-07-27': 67, '2019-07-20': 73, '2019-07-13': 69, '2019-07-06': 68, '2019-06-29': 68, '2019-06-22': 69}",68.45,10.91547067
Carter Son,YoungBoy Never Broke Again,"{'2019-11-02': 92, '2019-10-26': 62}",77,15
I'll Kill You,Summer Walker Featuring Jhene Aiko,"{'2019-11-02': 95, '2019-10-26': 89, '2019-10-19': 61}",81.66666667,14.81740718
DHL,Frank Ocean,{'2019-11-02': 98},98,0
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,"{'2019-11-02': 100, '2019-10-26': 94, '2019-10-19': 86, '2019-10-12': 94, '2019-10-05': 90, '2019-09-28': 98, '2019-09-14': 95, '2019-08-03': 91, '2019-07-13': 97, '2019-07-06': 80, '2019-06-29': 74, '2019-06-22': 70, '2019-06-15': 51, '2019-06-08': 43, '2019-06-01': 19}",78.8,22.99623158
Time I'm On,YoungBoy Never Broke Again,{'2019-10-26': 79},79,0
Saint-Tropez,Post Malone,"{'2019-10-26': 88, '2019-10-19': 76, '2019-10-12': 68, '2019-10-05': 48, '2019-09-28': 33, '2019-09-21': 18}",55.16666667,24.49773232
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian","{'2019-10-26': 90, '2019-10-19': 74, '2019-10-12': 56}",73.33333333,13.88844444
Hollywood's Bleeding,Post Malone,"{'2019-10-26': 96, '2019-10-19': 81, '2019-10-12': 74, '2019-10-05': 53, '2019-09-28': 31, '2019-09-21': 15}",58.33333333,28.3764378
Bad Bad Bad,Young Thug Featuring Lil Baby,"{'2019-10-26': 99, '2019-10-19': 89, '2019-10-12': 93, '2019-10-05': 73, '2019-09-28': 69, '2019-09-21': 62, '2019-09-14': 52, '2019-09-07': 54, '2019-08-31': 32}",69.22222222,20.61163521
If I Can't Have You,Shawn Mendes,"{'2019-10-19': 48, '2019-10-12': 41, '2019-10-05': 31, '2019-09-28': 23, '2019-09-21': 27, '2019-09-14': 16, '2019-09-07': 16, '2019-08-31': 10, '2019-08-24': 10, '2019-08-17': 11, '2019-08-10': 12, '2019-08-03': 10, '2019-07-27': 13, '2019-07-20': 14, '2019-07-13': 14, '2019-07-06': 14, '2019-06-29': 13, '2019-06-22': 12, '2019-06-15': 14, '2019-06-08': 15, '2019-06-01': 16, '2019-05-25': 13, '2019-05-18': 2}",17.17391304,10.25183832
The London,"Young Thug, J. Cole & Travis Scott","{'2019-10-19': 57, '2019-10-12': 50, '2019-10-05': 40, '2019-09-28': 36, '2019-09-21': 36, '2019-09-14': 24, '2019-09-07': 25, '2019-08-31': 21, '2019-08-24': 27, '2019-08-17': 27, '2019-08-10': 28, '2019-08-03': 23, '2019-07-27': 28, '2019-07-20': 29, '2019-07-13': 31, '2019-07-06': 30, '2019-06-29': 26, '2019-06-22': 24, '2019-06-15': 17, '2019-06-08': 12}",29.55,10.15123145
Stretch You Out,Summer Walker Featuring A Boogie Wit da Hoodie,{'2019-10-19': 68},68,0
Drunk Dialing...LODT,Summer Walker,{'2019-10-19': 79},79,0
Over It,Summer Walker,{'2019-10-19': 80},80,0
Southbound,Carrie Underwood,"{'2019-10-19': 88, '2019-10-12': 64, '2019-10-05': 66, '2019-09-28': 65, '2019-09-21': 74, '2019-09-14': 66, '2019-09-07': 76, '2019-08-31': 71, '2019-08-24': 68, '2019-08-17': 76, '2019-08-10': 81, '2019-08-03': 89, '2019-07-27': 96}",75.38461538,9.965621379
RAW SHIT,DaBaby Featuring Migos,"{'2019-10-19': 90, '2019-10-12': 51}",70.5,19.5
Potential,Summer Walker,{'2019-10-19': 92},92,0
Right Back,Khalid Featuring A Boogie Wit da Hoodie,"{'2019-10-19': 93, '2019-10-12': 88, '2019-10-05': 77, '2019-09-28': 82, '2019-09-21': 93, '2019-09-14': 73, '2019-09-07': 93, '2019-08-31': 85, '2019-08-24': 83, '2019-08-17': 81, '2019-04-20': 93}",85.54545455,6.733412432
Die For Me,Post Malone Featuring Future & Halsey,"{'2019-10-19': 94, '2019-10-12': 80, '2019-10-05': 59, '2019-09-28': 42, '2019-09-21': 20}",59,26.3666456
POP STAR,DaBaby Featuring Kevin Gates,"{'2019-10-19': 97, '2019-10-12': 49}",73,24
No Me Conoce,"Jhay Cortez, J Balvin & Bad Bunny","{'2019-10-19': 99, '2019-10-12': 97, '2019-10-05': 78, '2019-09-28': 73, '2019-09-21': 79, '2019-09-14': 79, '2019-09-07': 86, '2019-08-31': 73, '2019-08-24': 71, '2019-08-17': 78, '2019-08-10': 80, '2019-08-03': 83, '2019-07-27': 88, '2019-07-20': 95}",82.78571429,8.719260875
Without Me,Halsey,"{'2019-10-12': 33, '2019-10-05': 34, '2019-09-28': 32, '2019-09-21': 40, '2019-09-14': 30, '2019-09-07': 32, '2019-08-31': 30, '2019-08-24': 25, '2019-08-17': 24, '2019-08-10': 22, '2019-08-03': 22, '2019-07-27': 21, '2019-07-20': 20, '2019-07-13': 19, '2019-07-06': 17, '2019-06-29': 16, '2019-06-22': 15, '2019-06-15': 12, '2019-06-08': 13, '2019-06-01': 11, '2019-05-25': 10, '2019-05-18': 8, '2019-05-11': 7, '2019-05-04': 6, '2019-04-27': 5, '2019-04-20': 5, '2019-04-13': 5, '2019-04-06': 4, '2019-03-30': 2, '2019-03-23': 3, '2019-03-16': 5, '2019-03-09': 3, '2019-03-02': 2, '2019-02-23': 4, '2019-02-16': 3, '2019-02-09': 2, '2019-02-02': 2, '2019-01-26': 1, '2019-01-19': 2, '2019-01-12': 1, '2019-01-05': 2, '2018-12-29': 2, '2018-12-22': 2, '2018-12-15': 3, '2018-12-08': 4, '2018-12-01': 4, '2018-11-24': 4, '2018-11-17': 6, '2018-11-10': 9, '2018-11-03': 12, '2018-10-27': 23, '2018-10-20': 18}",12.25,10.81109651
iPHONE,DaBaby & Nicki Minaj,{'2019-10-12': 43},43,0
OFF THE RIP,DaBaby,{'2019-10-12': 47},47,0
GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",{'2019-10-12': 55},55,0
REALLY,DaBaby Featuring Stunna 4 Vegas,{'2019-10-12': 63},63,0
XXL,DaBaby,{'2019-10-12': 69},69,0
PROLLY HEARD,DaBaby,{'2019-10-12': 73},73,0
Chicken Noodle Soup,j-hope Featuring Becky G.,{'2019-10-12': 81},81,0
By My Lonely,Kevin Gates,{'2019-10-12': 86},86,0
On The Road,Post Malone Featuring Meek Mill & Lil Baby,"{'2019-10-12': 87, '2019-10-05': 63, '2019-09-28': 48, '2019-09-21': 22}",55,23.59025222
There He Go,DaBaby,{'2019-10-12': 89},89,0
The Ones That Didn't Make It Back Home,Justin Moore,"{'2019-10-12': 92, '2019-10-05': 72, '2019-09-28': 66, '2019-09-21': 66, '2019-09-14': 48, '2019-09-07': 53, '2019-08-31': 51, '2019-08-24': 52, '2019-08-17': 46, '2019-08-10': 51, '2019-08-03': 68, '2019-07-27': 77, '2019-07-20': 84, '2019-07-13': 95, '2019-07-06': 93, '2019-06-29': 100}",69.625,18.05503739
Adicto,"Tainy, Anuel AA & Ozuna","{'2019-10-12': 98, '2019-10-05': 86}",92,6
Did It Again,Lil Tecca,"{'2019-10-12': 100, '2019-10-05': 84, '2019-09-28': 85, '2019-09-21': 78, '2019-09-14': 64, '2019-09-07': 99, '2019-08-31': 100}",87.14285714,12.56330907
Pop Out,Polo G Featuring Lil Tjay,"{'2019-10-05': 42, '2019-09-28': 37, '2019-09-21': 41, '2019-09-14': 28, '2019-09-07': 30, '2019-08-31': 27, '2019-08-24': 24, '2019-08-17': 25, '2019-08-10': 27, '2019-08-03': 26, '2019-07-27': 22, '2019-07-20': 21, '2019-07-13': 20, '2019-07-06': 19, '2019-06-29': 18, '2019-06-22': 11, '2019-06-15': 22, '2019-06-08': 27, '2019-06-01': 31, '2019-05-25': 34, '2019-05-18': 39, '2019-05-11': 51, '2019-05-04': 60, '2019-04-27': 74, '2019-04-20': 89, '2019-04-13': 100, '2019-04-06': 95}",38.51851852,23.86593787
Beer Never Broke My Heart,Luke Combs,"{'2019-10-05': 45, '2019-09-28': 44, '2019-09-21': 44, '2019-09-14': 33, '2019-09-07': 27, '2019-08-31': 25, '2019-08-24': 23, '2019-08-17': 21, '2019-08-10': 21, '2019-08-03': 24, '2019-07-27': 24, '2019-07-20': 23, '2019-07-13': 24, '2019-07-06': 33, '2019-06-29': 28, '2019-06-22': 22, '2019-06-15': 38, '2019-06-08': 39, '2019-06-01': 41, '2019-05-25': 29, '2019-05-18': 68}",32.19047619,11.37088616
Speechless,Dan + Shay,"{'2019-10-05': 46, '2019-09-28': 46, '2019-09-21': 45, '2019-09-14': 34, '2019-09-07': 33, '2019-08-31': 31, '2019-08-24': 28, '2019-08-17': 28, '2019-08-10': 26, '2019-08-03': 30, '2019-07-27': 34, '2019-07-20': 34, '2019-07-13': 34, '2019-07-06': 44, '2019-06-29': 43, '2019-06-22': 33, '2019-06-15': 48, '2019-06-08': 46, '2019-02-16': 44, '2019-02-09': 34, '2019-02-02': 31, '2019-01-26': 25, '2019-01-19': 25, '2019-01-12': 24, '2019-01-05': 41, '2018-12-29': 36, '2018-12-22': 34, '2018-12-15': 40, '2018-12-08': 38, '2018-12-01': 33, '2018-11-24': 38, '2018-11-17': 45, '2018-11-10': 50, '2018-11-03': 52, '2018-10-27': 63, '2018-10-20': 69, '2018-10-13': 82, '2018-10-06': 77, '2018-09-29': 87, '2018-09-22': 95}",43.15,17.0932004
Knockin' Boots,Luke Bryan,"{'2019-10-05': 50, '2019-09-28': 41, '2019-09-21': 38, '2019-09-14': 31, '2019-09-07': 34, '2019-08-31': 34, '2019-08-24': 32, '2019-08-17': 32, '2019-08-10': 37, '2019-08-03': 38, '2019-07-27': 41, '2019-07-20': 48, '2019-07-13': 50, '2019-07-06': 61, '2019-06-29': 59, '2019-06-22': 61, '2019-06-15': 64, '2019-06-08': 74, '2019-06-01': 81, '2019-05-25': 83, '2019-05-18': 84, '2019-05-11': 94}",53.04545455,19.27899769
Behind Barz,Drake,"{'2019-10-05': 83, '2019-09-28': 75}",79,4
A Thousand Bad Times,Post Malone,"{'2019-10-05': 88, '2019-09-28': 60, '2019-09-21': 29}",59,24.0970261
It's You,Ali Gatie,"{'2019-10-05': 94, '2019-09-28': 93, '2019-09-21': 97, '2019-09-14': 83, '2019-09-07': 78, '2019-08-31': 76, '2019-08-24': 72, '2019-08-17': 75, '2019-08-10': 75, '2019-08-03': 72, '2019-07-27': 74, '2019-07-20': 76, '2019-07-13': 73, '2019-07-06': 70, '2019-06-29': 97}",80.33333333,9.484490263
Slide Away,Miley Cyrus,"{'2019-10-05': 95, '2019-09-28': 89, '2019-09-21': 73, '2019-09-14': 67, '2019-09-07': 64, '2019-08-31': 47}",72.5,15.97654531
Shameless,Camila Cabello,"{'2019-10-05': 97, '2019-09-28': 95, '2019-09-21': 60}",84,16.99019325
Queen Of Mean,Sarah Jeffery,"{'2019-10-05': 98, '2019-09-28': 79, '2019-09-21': 76, '2019-09-14': 58, '2019-09-07': 61, '2019-08-31': 53, '2019-08-24': 49, '2019-08-17': 67}",67.625,15.08258516
Rearview Town,Jason Aldean,"{'2019-10-05': 99, '2019-09-28': 92, '2019-09-21': 75, '2019-09-14': 56, '2019-09-07': 56, '2019-08-31': 40, '2019-08-24': 41, '2019-08-17': 40, '2019-08-10': 46, '2019-08-03': 54, '2019-07-27': 62, '2019-07-20': 69, '2019-07-13': 68, '2019-07-06': 71, '2019-06-29': 69, '2019-06-22': 68, '2019-06-15': 88, '2019-06-08': 97}",66.16666667,18.37646442
Staring At The Sun,Post Malone Featuring SZA,"{'2019-09-28': 70, '2019-09-21': 34}",52,18
I'm Gonna Be,Post Malone,"{'2019-09-28': 71, '2019-09-21': 33}",52,19
All To Myself,Dan + Shay,"{'2019-09-28': 77, '2019-09-21': 67, '2019-09-14': 47, '2019-09-07': 48, '2019-08-31': 43, '2019-08-24': 31, '2019-08-17': 33, '2019-08-10': 43, '2019-08-03': 41, '2019-07-27': 51, '2019-07-20': 57, '2019-07-13': 59, '2019-07-06': 67, '2019-06-29': 66, '2019-06-22': 71, '2019-06-15': 75, '2019-06-08': 83, '2019-06-01': 93, '2019-05-25': 93, '2019-05-18': 96}",62.05,19.494807
